#    L    TT             EE             TE             PP             TP          
   277   0.468271E+04   0.524875E+01   0.998816E+02   0.162431E+07   0.127656E+04
   278   0.465383E+04   0.538691E+01   0.100941E+03   0.161735E+07   0.126632E+04
   279   0.462466E+04   0.552696E+01   0.101972E+03   0.161043E+07   0.125616E+04
   280   0.459518E+04   0.566892E+01   0.102987E+03   0.160355E+07   0.124609E+04
   281   0.456556E+04   0.581285E+01   0.103967E+03   0.159672E+07   0.123611E+04
   282   0.453550E+04   0.595845E+01   0.104917E+03   0.158994E+07   0.122620E+04
   283   0.450528E+04   0.610596E+01   0.105837E+03   0.158320E+07   0.121638E+04
   284   0.447485E+04   0.625529E+01   0.106729E+03   0.157651E+07   0.120663E+04
   285   0.444419E+04   0.640645E+01   0.107591E+03   0.156986E+07   0.119696E+04
   286   0.441324E+04   0.655929E+01   0.108416E+03   0.156325E+07   0.118736E+04
   287   0.438207E+04   0.671381E+01   0.109220E+03   0.155668E+07   0.117784E+04
   288   0.435074E+04   0.687001E+01   0.109987E+03   0.155016E+07   0.116839E+04
   289   0.431920E+04   0.702782E+01   0.110725E+03   0.154368E+07   0.115901E+04
   290   0.428751E+04   0.718708E+01   0.111433E+03   0.153724E+07   0.114969E+04
   291   0.425567E+04   0.734855E+01   0.112098E+03   0.153084E+07   0.114044E+04
   292   0.422339E+04   0.751111E+01   0.112741E+03   0.152448E+07   0.113126E+04
   293   0.419126E+04   0.767438E+01   0.113340E+03   0.151816E+07   0.112213E+04
   294   0.415883E+04   0.783986E+01   0.113917E+03   0.151188E+07   0.111307E+04
   295   0.412648E+04   0.800606E+01   0.114450E+03   0.150564E+07   0.110406E+04
   296   0.409383E+04   0.817446E+01   0.114954E+03   0.149944E+07   0.109512E+04
   297   0.406111E+04   0.834284E+01   0.115429E+03   0.149327E+07   0.108622E+04
   298   0.402816E+04   0.851343E+01   0.115860E+03   0.148714E+07   0.107738E+04
   299   0.399522E+04   0.868548E+01   0.116255E+03   0.148105E+07   0.106859E+04
   300   0.396214E+04   0.885751E+01   0.116613E+03   0.147500E+07   0.105985E+04
   301   0.392898E+04   0.903101E+01   0.116942E+03   0.146898E+07   0.105115E+04
   302   0.389582E+04   0.920523E+01   0.117242E+03   0.146300E+07   0.104250E+04
   303   0.386259E+04   0.938092E+01   0.117498E+03   0.145705E+07   0.103390E+04
   304   0.382928E+04   0.955808E+01   0.117710E+03   0.145114E+07   0.102534E+04
   305   0.379598E+04   0.973522E+01   0.117893E+03   0.144526E+07   0.101683E+04
   306   0.376260E+04   0.991310E+01   0.118040E+03   0.143942E+07   0.100836E+04
   307   0.372923E+04   0.100917E+02   0.118142E+03   0.143362E+07   0.999940E+03
   308   0.369585E+04   0.102725E+02   0.118223E+03   0.142784E+07   0.991559E+03
   309   0.366255E+04   0.104526E+02   0.118253E+03   0.142211E+07   0.983221E+03
   310   0.362917E+04   0.106327E+02   0.118253E+03   0.141640E+07   0.974924E+03
   311   0.359587E+04   0.108150E+02   0.118209E+03   0.141073E+07   0.966669E+03
   312   0.356265E+04   0.109965E+02   0.118136E+03   0.140509E+07   0.958455E+03
   313   0.352942E+04   0.111788E+02   0.118019E+03   0.139948E+07   0.950280E+03
   314   0.349627E+04   0.113618E+02   0.117873E+03   0.139391E+07   0.942145E+03
   315   0.346319E+04   0.115441E+02   0.117683E+03   0.138837E+07   0.934049E+03
   316   0.343018E+04   0.117272E+02   0.117456E+03   0.138286E+07   0.925992E+03
   317   0.339725E+04   0.119094E+02   0.117193E+03   0.137739E+07   0.917972E+03
   318   0.336439E+04   0.120932E+02   0.116893E+03   0.137194E+07   0.909989E+03
   319   0.333168E+04   0.122763E+02   0.116556E+03   0.136653E+07   0.902043E+03
   320   0.329912E+04   0.124593E+02   0.116190E+03   0.136115E+07   0.894133E+03
